Frequency of Total,Dollars In This PC,Purpose Code,Conner Estimate,Jamie Estimate,Final Estimate,Spider Estimate,Score,Score w/o PC,,
0.000107693,"$22,347.92",IE-LUGAR-EST. STAFF & OVERHEAD,,,,,,,,
0.000107693,"$4,664,995.09",AD BUY,,,,,,,,
0.000107693,"$7,209.10",FEES,,,,,,,,
0.000107693,"$134,064.32",BLAST EMAILS,,,,,,,,
0.000105188,"$482,064.90",POSTAGE PRINT PRODUCTION DESIGN,,,,,,,,
0.000105188,"$198,129.50",SLATE MAIL,,,,,,,,
0.000105188,"$105,567,272.53",TV AD BUY (ESTIMATE),,,,,,,,
0.000102684,"$996,019.84",ESTIMATED COST FOR CANVASSING SERVICES FROM 10/24-10/30,,,,,,,,
0.000102684,"$21,568.70",IE-SASSE-ONLINE PROCESSING,,,,,,,,
0.000102684,"$13,003.26",PHONEBANKING/CANVASSING,,,,,,,,
0.000102684,"$6,203.54",CANVASS LITERATURE PIECE AND PLEDGE CARD,,,,,,,,
0.000102684,"$1,262,449.67",E-MAIL LIST RENTAL,,,,,,,,
0.000102684,"$105,883.57",SOLICITATION & FUNDRAISING EXP,,,,,,,,
0.000102684,"$1,586,548.27",ADVERTISING - DIGITAL,,,,,,,,
0.000102684,"$934,030.13",MAILINGS,,,,,,,,
0.000102684,"$14,853.30",DIGITAL ADVERTISING - TUBEMOGUL,,,,,,,,
0.000102684,"$1,411,808.93",ESTIMATED COST FOR CANVASSING SERVICES FROM 10/31-11/6,,,,,,,,
0.000100179,"$207,463.00",FIELD STAFF EXPENSES,,,,,,,,
0.000100179,"$141,600.89",EMAIL MARKETING,,,,,,,,
0.000100179,"$99,300.00",WEBSITE DESIGN COSTS,,,,,,,,
0.000100179,"$23,746.05",IE-MANESS-ONLINE PROCESSING,,,,,,,,
0.000100179,"$25,477.95",IE-CRUZ-ONLINE PROCESSING,,,,,,,,
0.000100179,"$6,005.50",PAYMENT FOR CANVASSER,,,,,,,,
0.000100179,"$204,480.27",EVENTS,,,,,,,,
0.000100179,"$1,720,378.71",DIRECT VOTER CONTACT,,,,,,,,
9.77E-05,"$9,104,330.86",TV AD AIR BUY,,,,,,,,
9.77E-05,"$349,750.57",ADVERTISING PRODUCTION,,,,,,,,
9.77E-05,"$42,502.61",IE-CRUZ-TRAVEL,,,,,,,,
9.77E-05,"$1,611,252.52",TELEMARKETING FUNDRAISER,,,,,,,,
9.77E-05,"$530,502.50",CANVASSING-ESTIMATED COSTS,,,,,,,,
9.77E-05,"$132,306.11",UFCW FOR OBAMA SHIRTS,,,,,,,,
9.52E-05,"$525,415.64",TV PRODUCTION,,,,,,,,
9.52E-05,"$2,687.73",PRO-BENNET MESSAGING/COMMUNICATION,,,,,,,,
9.52E-05,"$383,940.68",RADIO/DIGITAL ADS,,,,,,,,
9.52E-05,"$784,780.79",ESTIMATED COST FOR CANVASSING SERVICES FROM 10/17-10/23,,,,,,,,
9.52E-05,"$739,349.32","CANVASS, BIRD-DOGGING & RALLIES",,,,,,,,
9.52E-05,$794.07,GAS FOR CREW VAN,,,,,,,,
9.52E-05,"$14,110.00",PAID DISTRIBUTION - VOTE FOR ANN KIRKPATRICK (ESTIMATED),,,,,,,,
9.52E-05,"$129,157.16",GOTV CANVASS(IN-KIND CONTRIB. FROM ECI),,,,,,,,
9.52E-05,"$5,635.00",ESTIMATED COST FOR CANVASSING SERVICES 4/28-5/4,,,,,,,,
9.52E-05,"$20,645.91",IE-CRUZ-EST. STAFF & OVERHEAD,,,,,,,,
9.52E-05,"$251,977.40",CANVASSING LITERATURE DESIGN AND PRINTING,,,,,,,,
9.52E-05,"$259,867.97",PRINTING AND SHIPPING - T-SHIRTS,,,,,,,,
9.27E-05,"$2,396,880.72",ADWORDS ADVERTISING,,,,,,,,
9.27E-05,"$8,227.76",IE-BRANNON-TRAVEL,,,,,,,,
9.27E-05,"$208,246.41",SIGNS,,,,,,,,
9.27E-05,"$9,195,523.30",PAC MEDIA BUY,,,,,,,,
9.27E-05,"$274,669.44",AD,,,,,,,,
9.27E-05,"$10,411.13",DIGITAL AD PRODUCTION COSTS (FROM ADVANCE LINE 21),,,,,,,,
9.27E-05,"$5,220,179.59",TELEVISION ADVERTISING BUY,,,,,,,,
9.27E-05,"$21,750.73",CANVASS PERSONNEL,,,,,,,,
9.27E-05,"$75,367.71",POSTCARDS (ESTIMATED COST),,,,,,,,
9.27E-05,"$501,536.86",MEDIA PRODUCTION ESTIMATED COSTS,,,,,,,,
9.02E-05,"$78,045.91",DIRECT MAIL - LIST MAINTENANCE,,,,,,,,
9.02E-05,"$31,144.49",IE-MOURDOCK-TRAVEL,,,,,,,,
9.02E-05,"$125,890.12",FLYERS,,,,,,,,
9.02E-05,"$88,487.09",FIELD OUTREACH,,,,,,,,
9.02E-05,"$132,043.48",TEXT MESSAGING,,,,,,,,
9.02E-05,"$184,966.34",DIGITAL AD PRODUCTION,,,,,,,,
8.77E-05,"$6,464.30",IE-LEE-ONLINE PROCESSING,,,,,,,,
8.77E-05,"$14,139,707.00",TELEVISION AD BUY,,,,,,,,
8.77E-05,"$3,777.00",DESIGN SERVICES,,,,,,,,
8.77E-05,"$9,750.00",GRAPHIC DESIGN FEE,,,,,,,,
8.77E-05,"$4,051.28",IE-LEE-DONATION PROCESSING,,,,,,,,
8.77E-05,"$906,591.82",ONLINE ADVERTISING BUY,,,,,,,,
8.77E-05,"$374,149.66",ADVERTISING - PRODUCTION,,,,,,,,
8.77E-05,"$898,074.02",CAMPAIGN LITERATURE AND MAILINGS,,,,,,,,
8.77E-05,"$1,217,292.08",CANVASS,,,,,,,,
8.52E-05,"$428,377.53",TELEVISION AD PRODUCTION,,,,,,,,
8.52E-05,"$2,230,019.73","DIGITAL AD PLACEMENT, PRODUCTION COSTS",,,,,,,,
8.52E-05,"$192,858.70",AUTOMATED PHONE CALLS,,,,,,,,
8.52E-05,"$43,094.00",ADVERTISING: LIVE PHONE CALLS,,,,,,,,
8.52E-05,"$436,119.00",TV AD PRODUCTION COST,,,,,,,,
8.52E-05,"$69,171.69",PRODUCTION SHOOT COSTS,,,,,,,,
8.52E-05,"$23,539.50",IE-MCDANIEL-ONLINE PROCESSING,,,,,,,,
8.52E-05,"$493,038.09",DIRECT MAIL - NON-CONTRIBUTION ACCOUNT,,,,,,,,
8.52E-05,"$2,486.24",IE-SASSE-EMAIL/SOCIAL MEDIA/PRINTING,,,,,,,,
8.52E-05,"$4,274.09",ESTIMATED COST:  RALLY SIGNS,,,,,,,,
8.26E-05,"$2,627.22",TRANSPORTATION,,,,,,,,
8.26E-05,"$531,931.25",TELEVISION PRODUCTION - ESTIMATE,,,,,,,,
8.26E-05,"$20,815.39",PRINTING COSTS,,,,,,,,
8.26E-05,"$1,166.43",SALARY (PLUS TAX AND BENEFIT COSTS) FOR WORK PRODUCING INDEPENDENT EXPENDITURES,,,,,,,,
8.26E-05,"$6,840.00",ESTIMATED COST FOR CANVASSING SERVICES 4/13-4/20,,,,,,,,
8.26E-05,"$1,374,570.02","LABOR, POSTAGE, AND PRINTING FOR POSTCARDS",,,,,,,,
8.26E-05,"$79,099.90",VIDEO AD,,,,,,,,
8.26E-05,"$225,531.35",INTERNET COMMUNICATIONS,,,,,,,,
8.26E-05,"$326,504.83",BILLBOARD,,,,,,,,
8.26E-05,"$79,818.24",GET OUT THE VOTE CALLS,,,,,,,,
8.26E-05,"$39,647.85",PAID STUMBLES,,,,,,,,
8.26E-05,"$57,742,567.77",MEDIA BUY; ALSO SUPPORTS MITT ROMNEY,,,,,,,,
8.26E-05,"$837,772.32",EMAIL ADVERTISING,,,,,,,,
8.26E-05,$922.91,FOOD/BEVERAGE,,,,,,,,
8.01E-05,"$54,100.20",BUTTONS,,,,,,,,
8.01E-05,"$793,826.75",VOTER TELEPHONE CONTACT,,,,,,,,
8.01E-05,"$887,109.00",POLLING EXPENSES,,,,,,,,
8.01E-05,"$1,655.00",WAGES FOR PHONE BANK SERVICES.,,,,,,,,
8.01E-05,"$1,456,065.44",PAID COMMUNICATION - MAIL,,,,,,,,
8.01E-05,"$337,781.58",NATIONAL FIELD OPERATIONS SERVICES AND STAFF,,,,,,,,
8.01E-05,"$806,036.40",ADS,,,,,,,,
8.01E-05,"$24,260.00",POLITICAL ADS RADIO,,,,,,,,
8.01E-05,"$64,280.95",T-SHIRTS/STICKERS/BUTTONS,,,,,,,,
7.76E-05,"$5,273.61",PRESS RELEASE,,,,,,,,
7.76E-05,"$1,111,603.56",DIRECT MAIL EXPENSE,,,,,,,,
7.76E-05,"$229,579.32",CANVASSER PAYROLL,,,,,,,,
7.76E-05,"$215,813.08",TV AD PRODUCTION COSTS,,,,,,,,
7.76E-05,"$9,599.34",E-MAIL COPYWRITING,,,,,,,,
7.76E-05,"$31,444.10",SIGNAGE,,,,,,,,
7.76E-05,$843.80,CAB FARE,,,,,,,,
7.76E-05,"$12,050.00",ESTIMATED COST FOR CANVASSING SERVICES 5/5-5/15,,,,,,,,
7.76E-05,"$1,525,136.25",ESTIMATED COST FOR DIGITAL ADVERTISING BUY,,,,,,,,
7.76E-05,"$463,516.50",POSTAGE (ESTIMATED COST),,,,,,,,
7.51E-05,"$1,106.12",TV AD COSTS (FROM ADVANCE LINE 21),,,,,,,,
7.51E-05,"$8,704.92",IE-STUTZMAN-DONATION PROCESSING,,,,,,,,
7.51E-05,"$3,745.65",ESTIMATED COST:  BUTTONS,,,,,,,,
7.51E-05,"$27,301.20",PRINTING/MAILSHOP,,,,,,,,
7.51E-05,"$33,590.05",PAYROLL-FIELD STAFF-IOWA,,,,,,,,
7.51E-05,"$320,991.67",ON-LINE BUY,,,,,,,,
7.51E-05,"$11,398.76",IN-KIND STAFF,,,,,,,,
7.51E-05,"$115,315.16",RADIO ADVERTISING PRODUCTION,,,,,,,,
7.51E-05,"$9,614.86",SITE RENTAL,,,,,,,,
7.51E-05,"$400,842.26",TELEVISION ADVERTISING PRODUCTION,,,,,,,,
7.51E-05,"$163,162.24",PERSUASION CALLS,,,,,,,,
7.26E-05,"$15,268.45",FLORIDA FIRST STAFF EXPENSES,,,,,,,,
7.26E-05,"$162,922.45",PRINT 4 COLOR POSTCARD,,,,,,,,
7.26E-05,"$315,737.67",PHONE SURVEY,,,,,,,,
7.26E-05,"$2,382.94",PHONE STAFF FOOD,,,,,,,,
7.26E-05,"$57,957.93",CREATIVE FEES,,,,,,,,
7.26E-05,"$269,177.48",IE-MOURDOCK-ONLINE ADS,,,,,,,,
7.26E-05,$286.66,DESIGN FLIER,,,,,,,,
7.26E-05,"$41,704.96",WEBSITE,,,,,,,,
7.26E-05,"$1,409,543.00",MEDIA PLACEMENT - SATELLITE,,,,,,,,
7.26E-05,"$609,543.76",LIST RENTAL & AUTOMATED PHONE BANKS,,,,,,,,
7.26E-05,"$9,078,174.55",FIELD CANVASS CONSULTING,,,,,,,,
7.01E-05,"$5,700,938.16",MEDIA BUY DIGITAL,,,,,,,,
7.01E-05,"$19,043.06",PRINTING - ANOTHER FEMINIST FOR HILLARY,,,,,,,,
7.01E-05,"$259,763.41",IE-MANDEL-ONLINE ADS,,,,,,,,
7.01E-05,$234.14,PROOF FLIERS,,,,,,,,
7.01E-05,"$198,148.32",TV AD PROD/PLACE,,,,,,,,
7.01E-05,"$3,948.45",TRAVEL REIMBURSEMENT,,,,,,,,
7.01E-05,"$33,741.20",IE-GLENN-DONATION PROCESSING,,,,,,,,
7.01E-05,"$16,695.55",IE-STENBERG-ONLINE PROCESSING,,,,,,,,
7.01E-05,"$188,776.86",WEBSITE DEVELOPMENT,,,,,,,,
7.01E-05,"$4,045.88",IE-DESANTIS-DONATION PROCESSING,,,,,,,,
7.01E-05,"$21,354.00",STAFF TIME FOR CANVASSING SERVICES,,,,,,,,
7.01E-05,"$108,531.50",TEXT MESSAGES,,,,,,,,
7.01E-05,"$1,406.37",TRANSLATION SERVICES,,,,,,,,
7.01E-05,"$306,768.97",IE-FLAKE-ONLINE ADS,,,,,,,,
7.01E-05,$159.24,STAFF REIMBURSEMENT,,,,,,,,
7.01E-05,"$413,009.46",ONLINE ADVERTISING SERVICES,,,,,,,,
7.01E-05,"$13,054,003.00",MEDIA PLACEMENT - BROADCAST/CABLE/SATELLITE,,,,,,,,
7.01E-05,"$1,279,908.10",BILLBOARDS,,,,,,,,
6.76E-05,"$619,488.83",RADIO AD AIR BUY,,,,,,,,
6.76E-05,"$4,466.88",SIGN MATERIALS,,,,,,,,
6.76E-05,"$115,678.97",FLORIDA FIRST STAFF TIME,,,,,,,,
6.76E-05,"$13,932.04",PLACARD,,,,,,,,
6.51E-05,"$4,992.00",PAID DISTRIBUTION - ANOTHER FEMINIST FOR HILLARY (ESTIMATE),,,,,,,,
6.51E-05,"$132,890.07",LIST RENTAL EXPENSES,,,,,,,,
6.51E-05,"$391,133.82",GRASSROOTS MATERIAL & DISTRIBUTION,,,,,,,,
6.51E-05,"$426,946.39",PERSUASION PHONE CALLS,,,,,,,,
6.51E-05,"$63,745.10",REIMBURSEMENT FOR LIST PURCHASE FOR ELECTRONIC COMMUNICATIONS,,,,,,,,
6.51E-05,"$4,161.75",PRESS RELEASE DISTRIBUTION,,,,,,,,
6.51E-05,"$8,593,508.00",TV AD COSTS,,,,,,,,
6.51E-05,"$1,368,355.57",RADIO ADVERTISEMENTS,,,,,,,,
6.51E-05,"$7,335.00",ESTIMATED COST FOR CANVASSING SERVICES 4/21-4/27,,,,,,,,
6.51E-05,"$10,152,437.75",TELEVISION ADVERTISING - ESTIMATE,,,,,,,,
6.51E-05,"$624,684.64",PRINTING AND POSTAGE OF MAIL PIECE,,,,,,,,
6.51E-05,"$382,541.00",RADIO,,,,,,,,
6.51E-05,"$1,644.58",INTERNET AD TO PROMOTE POLITICAL ADS; ROGUES GALLERY,,,,,,,,
6.51E-05,"$9,574.84",SIGN PREPARATION AND DISTRIBUTION,,,,,,,,
6.51E-05,"$2,483,871.66",TV MEDIA BUY,,,,,,,,
6.51E-05,"$46,545.91",BUS WRAP,,,,,,,,
6.51E-05,"$64,245.30",GOTV FIELD OUTREACH,,,,,,,,
6.51E-05,"$7,488.00",ESTIMATED SALARY FOR GROUND CAMPAIGN (5/17/12 - 5/20/12),,,,,,,,
6.51E-05,"$13,104.00",ESTIMATED SALARY FOR GROUND CAMPAIGN (5/28/12 - 6/3/12),,,,,,,,
6.51E-05,"$13,104.00",ESTIMATED SALARY FOR GROUND CAMPAIGN (5/21/12 - 5/27/12),,,,,,,,
6.26E-05,"$56,775,555.80",MEDIA TV ADVERTISING BUY,,,,,,,,
6.26E-05,"$2,118.84",RADIO AD PRODUCTION COSTS (FROM ADVANCE LINE 21),,,,,,,,
6.26E-05,"$32,874.18",MEDIA PRODUCTION - ALSO OPPOSES TRUMP CRUZ & RUBIO,,,,,,,,
6.26E-05,"$8,456.26",DATA WORK,,,,,,,,
6.26E-05,"$6,243,872.85",MEDIA BUY AND PRODUCTION,,,,,,,,
6.26E-05,"$3,490.35",IE-HAGAN-EMAIL/SOCIAL MEDIA/PRINTING,,,,,,,,
6.26E-05,"$351,224.98",MEDIA PRODUCTION COST,,,,,,,,
6.26E-05,$266.00,BOOKING FEE,,,,,,,,
6.26E-05,$468.77,TRAVEL DELIVER MAILINGS,,,,,,,,
6.26E-05,"$3,411,880.07",MEDIA PLACEMENT-ALSO OPPOSES TRUMP AND CRUZ,,,,,,,,
6.26E-05,"$6,897.06",EMAIL COPYWRITING,,,,,,,,
6.26E-05,$940.02,BAGGAGE FEE,,,,,,,,
6.26E-05,"$47,383.02",VOTER DATA,,,,,,,,
6.01E-05,"$13,092.72",NEWSPAPER MEDIA BUY - 'QUIZ',,,,,,,,
6.01E-05,"$3,929.78",PRINTING - VOTE FOR HILLARY CLINTON (ESTIMATED),,,,,,,,
6.01E-05,"$406,357.56",ADVERTISING - RADIO,,,,,,,,
6.01E-05,"$9,306.13",IE-MANDEL-EST. STAFF & OVERHEAD,,,,,,,,
6.01E-05,"$1,015.00",PHONE CALLING,,,,,,,,
6.01E-05,"$9,275.00",CANVASSING STIPEND,,,,,,,,
6.01E-05,"$298,596.25",ESTIMATED COST FOR CANVASSING SERVICES FOR 10/3-10/9,,,,,,,,
6.01E-05,"$1,040,764.64",MEDIA - NON-CONTRIBUTION ACCOUNT,,,,,,,,
6.01E-05,"$166,600.00",WEBSITE AND DIGITAL CONSULTING SERVICES,,,,,,,,
6.01E-05,"$1,883.50",AD FOR RECRUITMENT,,,,,,,,
6.01E-05,"$11,124.96",TRUMP TWITTER ADS,,,,,,,,
6.01E-05,"$262,722.28",PERSUASION PHONE BANKS,,,,,,,,
6.01E-05,"$246,862.11",IE-CARMONA-ONLINE ADS,,,,,,,,
6.01E-05,"$21,110.22",RADIO AD PROD/PLACE,,,,,,,,
6.01E-05,"$6,281.69",COMPENSATION,,,,,,,,
6.01E-05,"$11,540.80",ADVERTISING - RADIO (EST),,,,,,,,
6.01E-05,"$41,853.11",STAFF TIME (INCLUDES INCIDENTAL MENTION SUPPORTING JOE HECK),,,,,,,,
6.01E-05,"$28,054.03",EMAIL VOTER CONTACT,,,,,,,,
6.01E-05,"$1,146.93",PAYROLL & BENEFITS - VOTE FOR HILLARY CLINTON (ESTIMATED),,,,,,,,
6.01E-05,"$269,261.49",IE-DONNELLY-ONLINE ADS,,,,,,,,
6.01E-05,"$412,491.00",ONLINE DIGITAL ADS,,,,,,,,
6.01E-05,"$11,779.07",ADVERTISING - PRINT,,,,,,,,
6.01E-05,"$2,000.00",MILEAGE REIMBURSEMENT,,,,,,,,
6.01E-05,"$4,992.39",FUEL FOR MOTOR COACH,,,,,,,,
6.01E-05,"$2,264,808.62",MEDIA ADVERTISING,,,,,,,,
6.01E-05,"$130,300.00",INTERNET MEDIA,,,,,,,,
6.01E-05,"$476,118.57","MAILING - PRINTING, POSTAGE, CREATIVE DESIGN",,,,,,,,
6.01E-05,"$626,400.00",CANVASSES,,,,,,,,
5.76E-05,"$5,861,644.72",TV MEDIA SCHEDULE,,,,,,,,
5.76E-05,"$78,757.00",E-MARKETING,,,,,,,,
5.76E-05,"$353,566.13",AGENCY FEES - CONSULTING,,,,,,,,
5.76E-05,"$260,814.70",ONLINE ADVERTISEMENTS,,,,,,,,
5.76E-05,"$190,991.38",PRINTING OF CANVASS LITERATURE,,,,,,,,
5.76E-05,"$717,765.18",MESSAGE PHONE CALLS,,,,,,,,
5.76E-05,"$447,086.11",SPANISH LANGUAGE TELEVISION AD,,,,,,,,
5.76E-05,"$946,281.00",EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 10/1-11/6,,,,,,,,
5.76E-05,"$5,587.45",VOLUNTEER REFRESHMENTS,,,,,,,,
5.76E-05,"$276,230.17",IE-MACK-ONLINE ADS,,,,,,,,
5.76E-05,"$10,250.02",COPYWRITING,,,,,,,,
5.76E-05,"$3,084.36",ADVERTISEMENT/ONLINE,,,,,,,,
5.76E-05,$71.59,PROOF FLIER,,,,,,,,
5.76E-05,"$40,906.25",IE-MANDEL-ONLINE PROCESSING,,,,,,,,
5.76E-05,"$7,024.65",NEWSPAPER MEDIA BUY - 'SOTOMAYOR',,,,,,,,
5.76E-05,"$63,588.52",PHONE CENTER RENTAL,,,,,,,,
5.76E-05,"$952,804.29","RADIO AD AIR BUY, PRODUCTION COSTS",,,,,,,,
5.76E-05,"$2,702,830.00",STAFFING AND SERVICES FOR FIELD CANVASSERS,,,,,,,,
5.76E-05,"$320,433.80",PRINT AD,,,,,,,,
5.76E-05,"$644,463.91",PAC MEDIA PRODUCTION,,,,,,,,
5.76E-05,"$335,329.25",LATINO MEDIA AD BUY,,,,,,,,
5.51E-05,"$62,953.16",BUMPER STICKERS,,,,,,,,
5.51E-05,"$192,000.00",VOTER ID CALL CENTERS,,,,,,,,
5.51E-05,"$90,522.99",RADIO MEDIA PRODUCTION,,,,,,,,
5.51E-05,"$22,146.15",IE-ERNST-ONLINE PROCESSING,,,,,,,,
5.51E-05,"$5,097.50",PAID DISTRIBUTION - VOTE FOR CATHERINE CORTEZ MASTO (ESTIMATED),,,,,,,,
5.51E-05,"$4,788.02",CANVASSER SALARY,,,,,,,,
5.51E-05,"$13,599.33",STAFF EXPENSES (INCLUDES INCIDENTAL MENTION SUPPORTING JOE HECK),,,,,,,,
5.51E-05,"$9,683.43",IE-MCCONNELL-TRAVEL,,,,,,,,
5.51E-05,"$61,783.34",DIGITAL COMMUNICATIONS,,,,,,,,
5.51E-05,"$14,317.83",BUMPER STICKERS - ESTIMATED COST,,,,,,,,
5.51E-05,"$1,181.26",HOTEL STAY,,,,,,,,
5.51E-05,"$127,822.00",EMAIL NEWSLETTER - CANDIDATE SPECIFIC,,,,,,,,
5.51E-05,"$101,235.20",BUISNESS EXPENSE,,,,,,,,
5.51E-05,"$150,629.30",INDEPENDENT EXPENDITURE ONLINE ADVERTISING,,,,,,,,
5.51E-05,"$52,400.00",VOTER CONTACT EMAILS OVER SEVERAL WEEKS,,,,,,,,
5.51E-05,"$360,000.00",MEDIA PLACEMENT: ALSO OPPOSE HILLARY CLINTON,,,,,,,,
5.51E-05,"$126,875.04",LIVE CALLS,,,,,,,,
5.51E-05,"$3,390.00",PAID DISTRIBUTION - VOTE FOR DEBORAH ROSS (ESTIMATED),,,,,,,,
5.51E-05,"$59,254.93",MEDIA PRODUCTION - CANDIDATE SPECIFIC,,,,,,,,
5.51E-05,"$186,337.65",BILLBOARD ADVERTISING,,,,,,,,
5.51E-05,"$33,953.20",IE-BEVIN-ONLINE PROCESSING,,,,,,,,
5.51E-05,"$6,136.33",INDEPENDENT EXPENDITURE - FLYERS,,,,,,,,
5.26E-05,$454.44,WEBSITE EXPENSES,,,,,,,,
5.26E-05,$169.81,DELIVERY OF MAILING PIECES,,,,,,,,
5.26E-05,"$14,631.94",PALM CARDS,,,,,,,,
5.26E-05,"$121,137.80",IE-HATCH-TELEMARKETING,,,,,,,,
5.26E-05,$797.85,COPYWRITING FOR EMAIL COMMUNICATIONS,,,,,,,,
5.26E-05,"$85,850.00",WEBSITE INFRASTRUCTURE COSTS,,,,,,,,
5.26E-05,"$10,191.60",GOTV CANVASSING SERVICES,,,,,,,,
5.26E-05,"$639,237.67",SOCIAL MEDIA,,,,,,,,
5.26E-05,"$52,530.00",LATINO RADIO AD,,,,,,,,
5.26E-05,"$1,257.56",STAFF TIME FOR REVIEW OF MAILER,,,,,,,,
5.26E-05,"$144,067.38",DOORHANGERS,,,,,,,,
5.26E-05,"$2,400.00",TEMPORARY ADMIN FOR GOTV SMS (ESTIMATE),,,,,,,,
5.26E-05,"$39,372.90",INTERNET AD CREATION,,,,,,,,
5.26E-05,"$947,216.00",EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 9/6-9/30,,,,,,,,
5.26E-05,"$31,898.29",WEBSITE DESIGN,,,,,,,,
5.26E-05,"$47,460.94",RADIO AD PRODUCTION - ESTIMATED COST,,,,,,,,
5.26E-05,"$234,780.16",IE-NELSON-ONLINE ADS,,,,,,,,
5.26E-05,"$2,223.48",GRAPHIC DESIGN - VOTE FOR HILLARY CLINTON (ESTIMATED),,,,,,,,
5.26E-05,"$322,228.00",GRASSROOTS MATERIAL AND DISTRIBUTION,,,,,,,,
5.26E-05,"$3,714.00",PAID DISTRIBUTION - ANOTHER FEMINIST FOR HILLARY,,,,,,,,
5.26E-05,"$394,475.68",VOTER OUTREACH CALLS,,,,,,,,
5.26E-05,"$338,430.87","FEDERAL AD MAILER PRODUCTION, PRINTING AND POSTAGE",,,,,,,,
5.26E-05,"$268,300.96",ONLINE AD COSTS,,,,,,,,
5.01E-05,"$257,142.94",VOTER RALLY,,,,,,,,
5.01E-05,"$63,965.36",DIRECT VOTER CONTACT - TEXT MSG.,,,,,,,,
5.01E-05,"$1,812,511.06",MEDIA BUY RADIO,,,,,,,,
5.01E-05,"$442,610.99",DIRECT MAILER,,,,,,,,
5.01E-05,"$3,752.71",IE-TRAVEL-MCDANIEL,,,,,,,,
5.01E-05,"$5,325.42",IE-DIDIER-EMAIL/SOCIAL MEDIA/PRINTING,,,,,,,,
5.01E-05,"$309,183.28",DIRECT MAILING ADVERTISING,,,,,,,,
5.01E-05,"$2,667,383.80",TV ADS,,,,,,,,
5.01E-05,$117.98,MESSAGING/COMMUNICATION DEVO,,,,,,,,
5.01E-05,"$210,000.02",VOTER CONTACT CALLS OVER THE NEXT TWO WEEKS,,,,,,,,
5.01E-05,"$5,066,509.86",MEDIA PLACEMENT AND PRODUCTION,,,,,,,,
5.01E-05,"$240,000.02",VOTER CONTACT CALLS OVER THE NEXT FEW WEEKS,,,,,,,,
5.01E-05,$478.00,AIRPORT FEES,,,,,,,,
5.01E-05,"$128,965.86",DOOR HANGER PRODUCTION & PRINTING,,,,,,,,
5.01E-05,"$176,620.53",IE-BROWN-ONLINE ADS,,,,,,,,
5.01E-05,"$3,000.00",WEBSITE DEVELOPMENT - WWW.VOTERFORJOBS.COM,,,,,,,,
5.01E-05,"$20,056.65",IE-BUCK-ONLINE PROCESSING,,,,,,,,
5.01E-05,"$38,959.68",BANNER,,,,,,,,
5.01E-05,"$772,037.98",DIRECT MAIL - POSTAGE & PRODUCTION,,,,,,,,
5.01E-05,"$1,394.84",MEAL,,,,,,,,
5.01E-05,"$60,000.00",VOTER CONTACT CALLS (4/01 - 4/07/2014),,,,,,,,
5.01E-05,"$5,000.00",AFFIRMATIVE ACTION,,,,,,,,
5.01E-05,"$62,252.50",CANVASS SERVICES,,,,,,,,
5.01E-05,"$3,109,306.86",EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 9/17-10/5,,,,,,,,
5.01E-05,"$933,806.41",EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 9/1-9/16,,,,,,,,
5.01E-05,"$106,253.15",CANVASS LITERATURE,,,,,,,,
5.01E-05,"$4,341.08",CANVASS SUPPLIES,,,,,,,,
5.01E-05,"$91,064.17",INTERNET COMMUNICATION,,,,,,,,
5.01E-05,$543.00,LECTURER,,,,,,,,
5.01E-05,$112.00,MUSIC LICENSING FOR ONLINE VIDEO,,,,,,,,
5.01E-05,"$1,879.96",VAN EXPENSES,,,,,,,,
5.01E-05,"$25,973.60",IE-MOURDOCK-ONLINE PROCESSING,,,,,,,,
4.76E-05,"$3,957.78",EMPLOYEE SALARY FOR GROUND CAMPAIGN (5/28/12 - 6/1/12),,,,,,,,
4.76E-05,"$3,419.52",EMPLOYEE SALARY FOR GROUND CAMPAIGN (5/21/12 - 5/27/12),,,,,,,,
4.76E-05,"$241,080.22","PRODUCTION, PRINTING, AND POSTAGE FOR MAILER",,,,,,,,
4.76E-05,"$107,520.35",RADIO ADVERTISMENT,,,,,,,,
4.76E-05,"$177,342.58",MEDIA PRODUCTION; ALSO SUPPORTS MITT ROMNEY,,,,,,,,
4.76E-05,"$2,115.23",IE-MCCONNELL-EMAIL/SOCIAL MEDIA/PRINTING,,,,,,,,
4.76E-05,"$12,470.05",IE-WOLF-ONLINE PROCESSING,,,,,,,,
4.76E-05,"$3,185.00",COPYWRITING & PRODUCTION,,,,,,,,
4.76E-05,"$47,961.42",SAMPLE BALLOTS,,,,,,,,
4.76E-05,"$351,696.65",ESTIMATED COST FOR CANVASSING SERVICES FOR 10/10-10/16,,,,,,,,
4.76E-05,"$562,169.00",MAIL AND POSTAGE,,,,,,,,
4.76E-05,"$29,500.00",EXTERNAL EMAIL DISTRIBUTION,,,,,,,,
4.76E-05,"$460,172.66",OUTBOUND VOTER CONTACT CALLS,,,,,,,,
4.76E-05,"$452,096.26",PRINTING AND POSTAGE (ESTIMATED),,,,,,,,
4.76E-05,"$8,660.58",IE-MANDEL-TRAVEL,,,,,,,,
